orderid,productid,unitprice,quantity,discount,orderdate,customerid,employeeid,shipvia,ca,annee_mois,date_join,datesk_x,customersk_x,companyname_x,country_x,employeesk_x,fullname_x,datesk_y,customersk_y,companyname_y,country_y,employeesk_y,fullname_y,customersk,companyname,country,employeesk,fullname
10465,24,3.6,25,0.0,1997-03-05,VAFFE,1,3,90.0,1997-03,1997-03-05,245,VAFFE,Vaffeljernet,Denmark,1,Nancy Davolio,245,VAFFE,Vaffeljernet,Denmark,1,Nancy Davolio,VAFFE,Vaffeljernet,Denmark,1,Nancy Davolio
10465,29,99.0,18,0.10000000149011612,1997-03-05,VAFFE,1,3,1603.799997344613,1997-03,1997-03-05,245,VAFFE,Vaffeljernet,Denmark,1,Nancy Davolio,245,VAFFE,Vaffeljernet,Denmark,1,Nancy Davolio,VAFFE,Vaffeljernet,Denmark,1,Nancy Davolio
10465,40,14.7,20,0.0,1997-03-05,VAFFE,1,3,294.0,1997-03,1997-03-05,245,VAFFE,Vaffeljernet,Denmark,1,Nancy Davolio,245,VAFFE,Vaffeljernet,Denmark,1,Nancy Davolio,VAFFE,Vaffeljernet,Denmark,1,Nancy Davolio
10465,45,7.6,30,0.10000000149011612,1997-03-05,VAFFE,1,3,205.19999966025352,1997-03,1997-03-05,245,VAFFE,Vaffeljernet,Denmark,1,Nancy Davolio,245,VAFFE,Vaffeljernet,Denmark,1,Nancy Davolio,VAFFE,Vaffeljernet,Denmark,1,Nancy Davolio
10465,50,13.0,25,0.0,1997-03-05,VAFFE,1,3,325.0,1997-03,1997-03-05,245,VAFFE,Vaffeljernet,Denmark,1,Nancy Davolio,245,VAFFE,Vaffeljernet,Denmark,1,Nancy Davolio,VAFFE,Vaffeljernet,Denmark,1,Nancy Davolio
10466,11,16.8,10,0.0,1997-03-06,COMMI,4,1,168.0,1997-03,1997-03-06,246,COMMI,Comércio Mineiro,Brazil,4,Margaret Peacock,246,COMMI,Comércio Mineiro,Brazil,4,Margaret Peacock,COMMI,Comércio Mineiro,Brazil,4,Margaret Peacock
10466,46,9.6,5,0.0,1997-03-06,COMMI,4,1,48.0,1997-03,1997-03-06,246,COMMI,Comércio Mineiro,Brazil,4,Margaret Peacock,246,COMMI,Comércio Mineiro,Brazil,4,Margaret Peacock,COMMI,Comércio Mineiro,Brazil,4,Margaret Peacock
10467,24,3.6,28,0.0,1997-03-06,MAGAA,8,2,100.8,1997-03,1997-03-06,246,MAGAA,Magazzini Alimentari Riuniti,Italy,8,Laura Callahan,246,MAGAA,Magazzini Alimentari Riuniti,Italy,8,Laura Callahan,MAGAA,Magazzini Alimentari Riuniti,Italy,8,Laura Callahan
10467,25,11.2,12,0.0,1997-03-06,MAGAA,8,2,134.39999999999998,1997-03,1997-03-06,246,MAGAA,Magazzini Alimentari Riuniti,Italy,8,Laura Callahan,246,MAGAA,Magazzini Alimentari Riuniti,Italy,8,Laura Callahan,MAGAA,Magazzini Alimentari Riuniti,Italy,8,Laura Callahan
10468,30,20.7,8,0.0,1997-03-07,KOENE,3,3,165.6,1997-03,1997-03-07,247,KOENE,Königlich Essen,Germany,3,Janet Leverling,247,KOENE,Königlich Essen,Germany,3,Janet Leverling,KOENE,Königlich Essen,Germany,3,Janet Leverling
10468,43,36.8,15,0.0,1997-03-07,KOENE,3,3,552.0,1997-03,1997-03-07,247,KOENE,Königlich Essen,Germany,3,Janet Leverling,247,KOENE,Königlich Essen,Germany,3,Janet Leverling,KOENE,Königlich Essen,Germany,3,Janet Leverling
10469,2,15.2,40,0.15000000596046448,1997-03-10,WHITC,1,1,516.7999963760376,1997-03,1997-03-10,250,WHITC,White Clover Markets,USA,1,Nancy Davolio,250,WHITC,White Clover Markets,USA,1,Nancy Davolio,WHITC,White Clover Markets,USA,1,Nancy Davolio
10469,16,13.9,35,0.15000000596046448,1997-03-10,WHITC,1,1,413.52499710023403,1997-03,1997-03-10,250,WHITC,White Clover Markets,USA,1,Nancy Davolio,250,WHITC,White Clover Markets,USA,1,Nancy Davolio,WHITC,White Clover Markets,USA,1,Nancy Davolio
10469,44,15.5,2,0.15000000596046448,1997-03-10,WHITC,1,1,26.3499998152256,1997-03,1997-03-10,250,WHITC,White Clover Markets,USA,1,Nancy Davolio,250,WHITC,White Clover Markets,USA,1,Nancy Davolio,WHITC,White Clover Markets,USA,1,Nancy Davolio
10470,18,50.0,30,0.0,1997-03-11,BONAP,4,2,1500.0,1997-03,1997-03-11,251,BONAP,Bon app',France,4,Margaret Peacock,251,BONAP,Bon app',France,4,Margaret Peacock,BONAP,Bon app',France,4,Margaret Peacock
10470,23,7.2,15,0.0,1997-03-11,BONAP,4,2,108.0,1997-03,1997-03-11,251,BONAP,Bon app',France,4,Margaret Peacock,251,BONAP,Bon app',France,4,Margaret Peacock,BONAP,Bon app',France,4,Margaret Peacock
10470,64,26.6,8,0.0,1997-03-11,BONAP,4,2,212.8,1997-03,1997-03-11,251,BONAP,Bon app',France,4,Margaret Peacock,251,BONAP,Bon app',France,4,Margaret Peacock,BONAP,Bon app',France,4,Margaret Peacock
10471,7,24.0,30,0.0,1997-03-11,BSBEV,2,3,720.0,1997-03,1997-03-11,251,BSBEV,B's Beverages,UK,2,Andrew Fuller,251,BSBEV,B's Beverages,UK,2,Andrew Fuller,BSBEV,B's Beverages,UK,2,Andrew Fuller
10471,56,30.4,20,0.0,1997-03-11,BSBEV,2,3,608.0,1997-03,1997-03-11,251,BSBEV,B's Beverages,UK,2,Andrew Fuller,251,BSBEV,B's Beverages,UK,2,Andrew Fuller,BSBEV,B's Beverages,UK,2,Andrew Fuller
10472,24,3.6,80,0.05000000074505806,1997-03-12,SEVES,8,1,273.5999997854233,1997-03,1997-03-12,252,SEVES,Seven Seas Imports,UK,8,Laura Callahan,252,SEVES,Seven Seas Imports,UK,8,Laura Callahan,SEVES,Seven Seas Imports,UK,8,Laura Callahan
10472,51,42.4,18,0.0,1997-03-12,SEVES,8,1,763.1999999999999,1997-03,1997-03-12,252,SEVES,Seven Seas Imports,UK,8,Laura Callahan,252,SEVES,Seven Seas Imports,UK,8,Laura Callahan,SEVES,Seven Seas Imports,UK,8,Laura Callahan
10473,33,2.0,12,0.0,1997-03-13,ISLAT,1,3,24.0,1997-03,1997-03-13,253,ISLAT,Island Trading,UK,1,Nancy Davolio,253,ISLAT,Island Trading,UK,1,Nancy Davolio,ISLAT,Island Trading,UK,1,Nancy Davolio
10473,71,17.2,12,0.0,1997-03-13,ISLAT,1,3,206.39999999999998,1997-03,1997-03-13,253,ISLAT,Island Trading,UK,1,Nancy Davolio,253,ISLAT,Island Trading,UK,1,Nancy Davolio,ISLAT,Island Trading,UK,1,Nancy Davolio
10474,14,18.6,12,0.0,1997-03-13,PERIC,5,2,223.20000000000002,1997-03,1997-03-13,253,PERIC,Pericles Comidas clásicas,Mexico,5,Steven Buchanan,253,PERIC,Pericles Comidas clásicas,Mexico,5,Steven Buchanan,PERIC,Pericles Comidas clásicas,Mexico,5,Steven Buchanan
10474,28,36.4,18,0.0,1997-03-13,PERIC,5,2,655.1999999999999,1997-03,1997-03-13,253,PERIC,Pericles Comidas clásicas,Mexico,5,Steven Buchanan,253,PERIC,Pericles Comidas clásicas,Mexico,5,Steven Buchanan,PERIC,Pericles Comidas clásicas,Mexico,5,Steven Buchanan
10474,40,14.7,21,0.0,1997-03-13,PERIC,5,2,308.7,1997-03,1997-03-13,253,PERIC,Pericles Comidas clásicas,Mexico,5,Steven Buchanan,253,PERIC,Pericles Comidas clásicas,Mexico,5,Steven Buchanan,PERIC,Pericles Comidas clásicas,Mexico,5,Steven Buchanan
10474,75,6.2,10,0.0,1997-03-13,PERIC,5,2,62.0,1997-03,1997-03-13,253,PERIC,Pericles Comidas clásicas,Mexico,5,Steven Buchanan,253,PERIC,Pericles Comidas clásicas,Mexico,5,Steven Buchanan,PERIC,Pericles Comidas clásicas,Mexico,5,Steven Buchanan
10475,31,10.0,35,0.15000000596046448,1997-03-14,SUPRD,9,1,297.49999791383743,1997-03,1997-03-14,254,SUPRD,Suprêmes délices,Belgium,9,Anne Dodsworth,254,SUPRD,Suprêmes délices,Belgium,9,Anne Dodsworth,SUPRD,Suprêmes délices,Belgium,9,Anne Dodsworth
10475,66,13.6,60,0.15000000596046448,1997-03-14,SUPRD,9,1,693.599995136261,1997-03,1997-03-14,254,SUPRD,Suprêmes délices,Belgium,9,Anne Dodsworth,254,SUPRD,Suprêmes délices,Belgium,9,Anne Dodsworth,SUPRD,Suprêmes délices,Belgium,9,Anne Dodsworth
10475,76,14.4,42,0.15000000596046448,1997-03-14,SUPRD,9,1,514.0799963951112,1997-03,1997-03-14,254,SUPRD,Suprêmes délices,Belgium,9,Anne Dodsworth,254,SUPRD,Suprêmes délices,Belgium,9,Anne Dodsworth,SUPRD,Suprêmes délices,Belgium,9,Anne Dodsworth
10476,55,19.2,2,0.05000000074505806,1997-03-17,HILAA,8,3,36.479999971389766,1997-03,1997-03-17,257,HILAA,HILARION-Abastos,Venezuela,8,Laura Callahan,257,HILAA,HILARION-Abastos,Venezuela,8,Laura Callahan,HILAA,HILARION-Abastos,Venezuela,8,Laura Callahan
10476,70,12.0,12,0.0,1997-03-17,HILAA,8,3,144.0,1997-03,1997-03-17,257,HILAA,HILARION-Abastos,Venezuela,8,Laura Callahan,257,HILAA,HILARION-Abastos,Venezuela,8,Laura Callahan,HILAA,HILARION-Abastos,Venezuela,8,Laura Callahan
10477,1,14.4,15,0.0,1997-03-17,PRINI,5,2,216.0,1997-03,1997-03-17,257,PRINI,Princesa Isabel Vinhos,Portugal,5,Steven Buchanan,257,PRINI,Princesa Isabel Vinhos,Portugal,5,Steven Buchanan,PRINI,Princesa Isabel Vinhos,Portugal,5,Steven Buchanan
10477,21,8.0,21,0.25,1997-03-17,PRINI,5,2,126.0,1997-03,1997-03-17,257,PRINI,Princesa Isabel Vinhos,Portugal,5,Steven Buchanan,257,PRINI,Princesa Isabel Vinhos,Portugal,5,Steven Buchanan,PRINI,Princesa Isabel Vinhos,Portugal,5,Steven Buchanan
10477,39,14.4,20,0.25,1997-03-17,PRINI,5,2,216.0,1997-03,1997-03-17,257,PRINI,Princesa Isabel Vinhos,Portugal,5,Steven Buchanan,257,PRINI,Princesa Isabel Vinhos,Portugal,5,Steven Buchanan,PRINI,Princesa Isabel Vinhos,Portugal,5,Steven Buchanan
10478,10,24.8,20,0.05000000074505806,1997-03-18,VICTE,2,3,471.1999996304512,1997-03,1997-03-18,258,VICTE,Victuailles en stock,France,2,Andrew Fuller,258,VICTE,Victuailles en stock,France,2,Andrew Fuller,VICTE,Victuailles en stock,France,2,Andrew Fuller
10479,38,210.8,30,0.0,1997-03-19,RATTC,3,3,6324.0,1997-03,1997-03-19,259,RATTC,Rattlesnake Canyon Grocery,USA,3,Janet Leverling,259,RATTC,Rattlesnake Canyon Grocery,USA,3,Janet Leverling,RATTC,Rattlesnake Canyon Grocery,USA,3,Janet Leverling
10479,53,26.2,28,0.0,1997-03-19,RATTC,3,3,733.6,1997-03,1997-03-19,259,RATTC,Rattlesnake Canyon Grocery,USA,3,Janet Leverling,259,RATTC,Rattlesnake Canyon Grocery,USA,3,Janet Leverling,RATTC,Rattlesnake Canyon Grocery,USA,3,Janet Leverling
10479,59,44.0,60,0.0,1997-03-19,RATTC,3,3,2640.0,1997-03,1997-03-19,259,RATTC,Rattlesnake Canyon Grocery,USA,3,Janet Leverling,259,RATTC,Rattlesnake Canyon Grocery,USA,3,Janet Leverling,RATTC,Rattlesnake Canyon Grocery,USA,3,Janet Leverling
10479,64,26.6,30,0.0,1997-03-19,RATTC,3,3,798.0,1997-03,1997-03-19,259,RATTC,Rattlesnake Canyon Grocery,USA,3,Janet Leverling,259,RATTC,Rattlesnake Canyon Grocery,USA,3,Janet Leverling,RATTC,Rattlesnake Canyon Grocery,USA,3,Janet Leverling
10480,47,7.6,30,0.0,1997-03-20,FOLIG,6,2,228.0,1997-03,1997-03-20,260,FOLIG,Folies gourmandes,France,6,Michael Suyama,260,FOLIG,Folies gourmandes,France,6,Michael Suyama,FOLIG,Folies gourmandes,France,6,Michael Suyama
10480,59,44.0,12,0.0,1997-03-20,FOLIG,6,2,528.0,1997-03,1997-03-20,260,FOLIG,Folies gourmandes,France,6,Michael Suyama,260,FOLIG,Folies gourmandes,France,6,Michael Suyama,FOLIG,Folies gourmandes,France,6,Michael Suyama
10481,49,16.0,24,0.0,1997-03-20,RICAR,8,2,384.0,1997-03,1997-03-20,260,RICAR,Ricardo Adocicados,Brazil,8,Laura Callahan,260,RICAR,Ricardo Adocicados,Brazil,8,Laura Callahan,RICAR,Ricardo Adocicados,Brazil,8,Laura Callahan
10481,60,27.2,40,0.0,1997-03-20,RICAR,8,2,1088.0,1997-03,1997-03-20,260,RICAR,Ricardo Adocicados,Brazil,8,Laura Callahan,260,RICAR,Ricardo Adocicados,Brazil,8,Laura Callahan,RICAR,Ricardo Adocicados,Brazil,8,Laura Callahan
10482,40,14.7,10,0.0,1997-03-21,LAZYK,1,3,147.0,1997-03,1997-03-21,261,LAZYK,Lazy K Kountry Store,USA,1,Nancy Davolio,261,LAZYK,Lazy K Kountry Store,USA,1,Nancy Davolio,LAZYK,Lazy K Kountry Store,USA,1,Nancy Davolio
10483,34,11.2,35,0.05000000074505806,1997-03-24,WHITC,7,2,372.39999970793724,1997-03,1997-03-24,264,WHITC,White Clover Markets,USA,7,Robert King,264,WHITC,White Clover Markets,USA,7,Robert King,WHITC,White Clover Markets,USA,7,Robert King
10483,77,10.4,30,0.05000000074505806,1997-03-24,WHITC,7,2,296.3999997675419,1997-03,1997-03-24,264,WHITC,White Clover Markets,USA,7,Robert King,264,WHITC,White Clover Markets,USA,7,Robert King,WHITC,White Clover Markets,USA,7,Robert King
10484,21,8.0,14,0.0,1997-03-24,BSBEV,3,3,112.0,1997-03,1997-03-24,264,BSBEV,B's Beverages,UK,3,Janet Leverling,264,BSBEV,B's Beverages,UK,3,Janet Leverling,BSBEV,B's Beverages,UK,3,Janet Leverling
10484,40,14.7,10,0.0,1997-03-24,BSBEV,3,3,147.0,1997-03,1997-03-24,264,BSBEV,B's Beverages,UK,3,Janet Leverling,264,BSBEV,B's Beverages,UK,3,Janet Leverling,BSBEV,B's Beverages,UK,3,Janet Leverling
10484,51,42.4,3,0.0,1997-03-24,BSBEV,3,3,127.19999999999999,1997-03,1997-03-24,264,BSBEV,B's Beverages,UK,3,Janet Leverling,264,BSBEV,B's Beverages,UK,3,Janet Leverling,BSBEV,B's Beverages,UK,3,Janet Leverling
10485,2,15.2,20,0.10000000149011612,1997-03-25,LINOD,4,2,273.5999995470047,1997-03,1997-03-25,265,LINOD,LINO-Delicateses,Venezuela,4,Margaret Peacock,265,LINOD,LINO-Delicateses,Venezuela,4,Margaret Peacock,LINOD,LINO-Delicateses,Venezuela,4,Margaret Peacock
10485,3,8.0,20,0.10000000149011612,1997-03-25,LINOD,4,2,143.99999976158142,1997-03,1997-03-25,265,LINOD,LINO-Delicateses,Venezuela,4,Margaret Peacock,265,LINOD,LINO-Delicateses,Venezuela,4,Margaret Peacock,LINOD,LINO-Delicateses,Venezuela,4,Margaret Peacock
10485,55,19.2,30,0.10000000149011612,1997-03-25,LINOD,4,2,518.3999991416931,1997-03,1997-03-25,265,LINOD,LINO-Delicateses,Venezuela,4,Margaret Peacock,265,LINOD,LINO-Delicateses,Venezuela,4,Margaret Peacock,LINOD,LINO-Delicateses,Venezuela,4,Margaret Peacock
10485,70,12.0,60,0.10000000149011612,1997-03-25,LINOD,4,2,647.9999989271164,1997-03,1997-03-25,265,LINOD,LINO-Delicateses,Venezuela,4,Margaret Peacock,265,LINOD,LINO-Delicateses,Venezuela,4,Margaret Peacock,LINOD,LINO-Delicateses,Venezuela,4,Margaret Peacock
10486,11,16.8,5,0.0,1997-03-26,HILAA,1,2,84.0,1997-03,1997-03-26,266,HILAA,HILARION-Abastos,Venezuela,1,Nancy Davolio,266,HILAA,HILARION-Abastos,Venezuela,1,Nancy Davolio,HILAA,HILARION-Abastos,Venezuela,1,Nancy Davolio
10486,51,42.4,25,0.0,1997-03-26,HILAA,1,2,1060.0,1997-03,1997-03-26,266,HILAA,HILARION-Abastos,Venezuela,1,Nancy Davolio,266,HILAA,HILARION-Abastos,Venezuela,1,Nancy Davolio,HILAA,HILARION-Abastos,Venezuela,1,Nancy Davolio
10486,74,8.0,16,0.0,1997-03-26,HILAA,1,2,128.0,1997-03,1997-03-26,266,HILAA,HILARION-Abastos,Venezuela,1,Nancy Davolio,266,HILAA,HILARION-Abastos,Venezuela,1,Nancy Davolio,HILAA,HILARION-Abastos,Venezuela,1,Nancy Davolio
10487,19,7.3,5,0.0,1997-03-26,QUEEN,2,2,36.5,1997-03,1997-03-26,266,QUEEN,Queen Cozinha,Brazil,2,Andrew Fuller,266,QUEEN,Queen Cozinha,Brazil,2,Andrew Fuller,QUEEN,Queen Cozinha,Brazil,2,Andrew Fuller
10487,26,24.9,30,0.0,1997-03-26,QUEEN,2,2,747.0,1997-03,1997-03-26,266,QUEEN,Queen Cozinha,Brazil,2,Andrew Fuller,266,QUEEN,Queen Cozinha,Brazil,2,Andrew Fuller,QUEEN,Queen Cozinha,Brazil,2,Andrew Fuller
10487,54,5.9,24,0.25,1997-03-26,QUEEN,2,2,106.20000000000002,1997-03,1997-03-26,266,QUEEN,Queen Cozinha,Brazil,2,Andrew Fuller,266,QUEEN,Queen Cozinha,Brazil,2,Andrew Fuller,QUEEN,Queen Cozinha,Brazil,2,Andrew Fuller
10488,59,44.0,30,0.0,1997-03-27,FRANK,8,2,1320.0,1997-03,1997-03-27,267,FRANK,Frankenversand,Germany,8,Laura Callahan,267,FRANK,Frankenversand,Germany,8,Laura Callahan,FRANK,Frankenversand,Germany,8,Laura Callahan
10488,73,12.0,20,0.20000000298023224,1997-03-27,FRANK,8,2,191.99999928474426,1997-03,1997-03-27,267,FRANK,Frankenversand,Germany,8,Laura Callahan,267,FRANK,Frankenversand,Germany,8,Laura Callahan,FRANK,Frankenversand,Germany,8,Laura Callahan
10489,11,16.8,15,0.25,1997-03-28,PICCO,6,2,189.0,1997-03,1997-03-28,268,PICCO,Piccolo und mehr,Austria,6,Michael Suyama,268,PICCO,Piccolo und mehr,Austria,6,Michael Suyama,PICCO,Piccolo und mehr,Austria,6,Michael Suyama
10489,16,13.9,18,0.0,1997-03-28,PICCO,6,2,250.20000000000002,1997-03,1997-03-28,268,PICCO,Piccolo und mehr,Austria,6,Michael Suyama,268,PICCO,Piccolo und mehr,Austria,6,Michael Suyama,PICCO,Piccolo und mehr,Austria,6,Michael Suyama
10490,59,44.0,60,0.0,1997-03-31,HILAA,7,2,2640.0,1997-03,1997-03-31,271,HILAA,HILARION-Abastos,Venezuela,7,Robert King,271,HILAA,HILARION-Abastos,Venezuela,7,Robert King,HILAA,HILARION-Abastos,Venezuela,7,Robert King
10490,68,10.0,30,0.0,1997-03-31,HILAA,7,2,300.0,1997-03,1997-03-31,271,HILAA,HILARION-Abastos,Venezuela,7,Robert King,271,HILAA,HILARION-Abastos,Venezuela,7,Robert King,HILAA,HILARION-Abastos,Venezuela,7,Robert King
10490,75,6.2,36,0.0,1997-03-31,HILAA,7,2,223.20000000000002,1997-03,1997-03-31,271,HILAA,HILARION-Abastos,Venezuela,7,Robert King,271,HILAA,HILARION-Abastos,Venezuela,7,Robert King,HILAA,HILARION-Abastos,Venezuela,7,Robert King
10491,44,15.5,15,0.15000000596046448,1997-03-31,FURIB,8,3,197.624998614192,1997-03,1997-03-31,271,FURIB,Furia Bacalhau e Frutos do Mar,Portugal,8,Laura Callahan,271,FURIB,Furia Bacalhau e Frutos do Mar,Portugal,8,Laura Callahan,FURIB,Furia Bacalhau e Frutos do Mar,Portugal,8,Laura Callahan
10491,77,10.4,7,0.15000000596046448,1997-03-31,FURIB,8,3,61.87999956607818,1997-03,1997-03-31,271,FURIB,Furia Bacalhau e Frutos do Mar,Portugal,8,Laura Callahan,271,FURIB,Furia Bacalhau e Frutos do Mar,Portugal,8,Laura Callahan,FURIB,Furia Bacalhau e Frutos do Mar,Portugal,8,Laura Callahan
10492,25,11.2,60,0.05000000074505806,1997-04-01,BOTTM,3,1,638.399999499321,1997-04,1997-04-01,272,BOTTM,Bottom-Dollar Markets,Canada,3,Janet Leverling,272,BOTTM,Bottom-Dollar Markets,Canada,3,Janet Leverling,BOTTM,Bottom-Dollar Markets,Canada,3,Janet Leverling
10492,42,11.2,20,0.05000000074505806,1997-04-01,BOTTM,3,1,212.799999833107,1997-04,1997-04-01,272,BOTTM,Bottom-Dollar Markets,Canada,3,Janet Leverling,272,BOTTM,Bottom-Dollar Markets,Canada,3,Janet Leverling,BOTTM,Bottom-Dollar Markets,Canada,3,Janet Leverling
10493,65,16.8,15,0.10000000149011612,1997-04-02,LAMAI,4,3,226.79999962449074,1997-04,1997-04-02,273,LAMAI,La maison d'Asie,France,4,Margaret Peacock,273,LAMAI,La maison d'Asie,France,4,Margaret Peacock,LAMAI,La maison d'Asie,France,4,Margaret Peacock
10493,66,13.6,10,0.10000000149011612,1997-04-02,LAMAI,4,3,122.39999979734421,1997-04,1997-04-02,273,LAMAI,La maison d'Asie,France,4,Margaret Peacock,273,LAMAI,La maison d'Asie,France,4,Margaret Peacock,LAMAI,La maison d'Asie,France,4,Margaret Peacock
10493,69,28.8,10,0.10000000149011612,1997-04-02,LAMAI,4,3,259.19999957084656,1997-04,1997-04-02,273,LAMAI,La maison d'Asie,France,4,Margaret Peacock,273,LAMAI,La maison d'Asie,France,4,Margaret Peacock,LAMAI,La maison d'Asie,France,4,Margaret Peacock
10494,56,30.4,30,0.0,1997-04-02,COMMI,4,2,912.0,1997-04,1997-04-02,273,COMMI,Comércio Mineiro,Brazil,4,Margaret Peacock,273,COMMI,Comércio Mineiro,Brazil,4,Margaret Peacock,COMMI,Comércio Mineiro,Brazil,4,Margaret Peacock
10495,23,7.2,10,0.0,1997-04-03,LAUGB,3,3,72.0,1997-04,1997-04-03,274,LAUGB,Laughing Bacchus Wine Cellars,Canada,3,Janet Leverling,274,LAUGB,Laughing Bacchus Wine Cellars,Canada,3,Janet Leverling,LAUGB,Laughing Bacchus Wine Cellars,Canada,3,Janet Leverling
10495,41,7.7,20,0.0,1997-04-03,LAUGB,3,3,154.0,1997-04,1997-04-03,274,LAUGB,Laughing Bacchus Wine Cellars,Canada,3,Janet Leverling,274,LAUGB,Laughing Bacchus Wine Cellars,Canada,3,Janet Leverling,LAUGB,Laughing Bacchus Wine Cellars,Canada,3,Janet Leverling
10495,77,10.4,5,0.0,1997-04-03,LAUGB,3,3,52.0,1997-04,1997-04-03,274,LAUGB,Laughing Bacchus Wine Cellars,Canada,3,Janet Leverling,274,LAUGB,Laughing Bacchus Wine Cellars,Canada,3,Janet Leverling,LAUGB,Laughing Bacchus Wine Cellars,Canada,3,Janet Leverling
10496,31,10.0,20,0.05000000074505806,1997-04-04,TRADH,7,2,189.9999998509884,1997-04,1997-04-04,275,TRADH,Tradição Hipermercados,Brazil,7,Robert King,275,TRADH,Tradição Hipermercados,Brazil,7,Robert King,TRADH,Tradição Hipermercados,Brazil,7,Robert King
10497,56,30.4,14,0.0,1997-04-04,LEHMS,7,1,425.59999999999997,1997-04,1997-04-04,275,LEHMS,Lehmanns Marktstand,Germany,7,Robert King,275,LEHMS,Lehmanns Marktstand,Germany,7,Robert King,LEHMS,Lehmanns Marktstand,Germany,7,Robert King
10497,72,27.8,25,0.0,1997-04-04,LEHMS,7,1,695.0,1997-04,1997-04-04,275,LEHMS,Lehmanns Marktstand,Germany,7,Robert King,275,LEHMS,Lehmanns Marktstand,Germany,7,Robert King,LEHMS,Lehmanns Marktstand,Germany,7,Robert King
10497,77,10.4,25,0.0,1997-04-04,LEHMS,7,1,260.0,1997-04,1997-04-04,275,LEHMS,Lehmanns Marktstand,Germany,7,Robert King,275,LEHMS,Lehmanns Marktstand,Germany,7,Robert King,LEHMS,Lehmanns Marktstand,Germany,7,Robert King
10498,24,4.5,14,0.0,1997-04-07,HILAA,8,2,63.0,1997-04,1997-04-07,278,HILAA,HILARION-Abastos,Venezuela,8,Laura Callahan,278,HILAA,HILARION-Abastos,Venezuela,8,Laura Callahan,HILAA,HILARION-Abastos,Venezuela,8,Laura Callahan
10498,40,18.4,5,0.0,1997-04-07,HILAA,8,2,92.0,1997-04,1997-04-07,278,HILAA,HILARION-Abastos,Venezuela,8,Laura Callahan,278,HILAA,HILARION-Abastos,Venezuela,8,Laura Callahan,HILAA,HILARION-Abastos,Venezuela,8,Laura Callahan
10498,42,14.0,30,0.0,1997-04-07,HILAA,8,2,420.0,1997-04,1997-04-07,278,HILAA,HILARION-Abastos,Venezuela,8,Laura Callahan,278,HILAA,HILARION-Abastos,Venezuela,8,Laura Callahan,HILAA,HILARION-Abastos,Venezuela,8,Laura Callahan
10499,28,45.6,20,0.0,1997-04-08,LILAS,4,2,912.0,1997-04,1997-04-08,279,LILAS,LILA-Supermercado,Venezuela,4,Margaret Peacock,279,LILAS,LILA-Supermercado,Venezuela,4,Margaret Peacock,LILAS,LILA-Supermercado,Venezuela,4,Margaret Peacock
10499,49,20.0,25,0.0,1997-04-08,LILAS,4,2,500.0,1997-04,1997-04-08,279,LILAS,LILA-Supermercado,Venezuela,4,Margaret Peacock,279,LILAS,LILA-Supermercado,Venezuela,4,Margaret Peacock,LILAS,LILA-Supermercado,Venezuela,4,Margaret Peacock
10500,15,15.5,12,0.05000000074505806,1997-04-09,LAMAI,6,1,176.6999998614192,1997-04,1997-04-09,280,LAMAI,La maison d'Asie,France,6,Michael Suyama,280,LAMAI,La maison d'Asie,France,6,Michael Suyama,LAMAI,La maison d'Asie,France,6,Michael Suyama
10500,28,45.6,8,0.05000000074505806,1997-04-09,LAMAI,6,1,346.55999972820285,1997-04,1997-04-09,280,LAMAI,La maison d'Asie,France,6,Michael Suyama,280,LAMAI,La maison d'Asie,France,6,Michael Suyama,LAMAI,La maison d'Asie,France,6,Michael Suyama
10501,54,7.45,20,0.0,1997-04-09,BLAUS,9,3,149.0,1997-04,1997-04-09,280,BLAUS,Blauer See Delikatessen,Germany,9,Anne Dodsworth,280,BLAUS,Blauer See Delikatessen,Germany,9,Anne Dodsworth,BLAUS,Blauer See Delikatessen,Germany,9,Anne Dodsworth
10502,45,9.5,21,0.0,1997-04-10,PERIC,2,1,199.5,1997-04,1997-04-10,281,PERIC,Pericles Comidas clásicas,Mexico,2,Andrew Fuller,281,PERIC,Pericles Comidas clásicas,Mexico,2,Andrew Fuller,PERIC,Pericles Comidas clásicas,Mexico,2,Andrew Fuller
10502,53,32.8,6,0.0,1997-04-10,PERIC,2,1,196.79999999999998,1997-04,1997-04-10,281,PERIC,Pericles Comidas clásicas,Mexico,2,Andrew Fuller,281,PERIC,Pericles Comidas clásicas,Mexico,2,Andrew Fuller,PERIC,Pericles Comidas clásicas,Mexico,2,Andrew Fuller
10502,67,14.0,30,0.0,1997-04-10,PERIC,2,1,420.0,1997-04,1997-04-10,281,PERIC,Pericles Comidas clásicas,Mexico,2,Andrew Fuller,281,PERIC,Pericles Comidas clásicas,Mexico,2,Andrew Fuller,PERIC,Pericles Comidas clásicas,Mexico,2,Andrew Fuller
10503,14,23.25,70,0.0,1997-04-11,HUNGO,6,2,1627.5,1997-04,1997-04-11,282,HUNGO,Hungry Owl All-Night Grocers,Ireland,6,Michael Suyama,282,HUNGO,Hungry Owl All-Night Grocers,Ireland,6,Michael Suyama,HUNGO,Hungry Owl All-Night Grocers,Ireland,6,Michael Suyama
